岗位名称,公司名称,公司规模,工作地区,学历要求,工作经验,薪资,联系电话,工作地点,全职/兼职,岗位描述
AI数据商务经理,广州宸祺出行科技有限公司,,广东省广州市黄埔区,大学本科,无工作经验要求,20-40万元/年,,广州市黄埔区开泰大道30号T5栋,全职,"1.根据公司发展和目标拆解，面向车企、自动驾驶公司、Tier1进行业务拓展，承担完成公司业绩指标。
2.以数据标注、高精地图、仿真等智驾工具链产品炜核心产品，具备产品型商务的综合能力，熟悉整车厂产品规划及研发流程，负责与研发侧的智能网联、自动驾驶等工程部门，以及质量、IT、规划等部门日常对接，深入挖掘客户需求，制定整体的产品策略和商务策略。
3.熟悉整车厂商务流程，负责与采购、物流、财务等部门的日常对接。维护已有项目下单，结算回款等商务工作，积极拓展新项目，牵头完成RFQ评估、商务谈判、合同签订等环节。
4.将客户信息和需求，及时有效的传递给公司内部各团队，协调内部团队以一个整体，完成项目交付。
5.及时归纳反馈车企的痛点和诉求点，协调推动产品升级。"
加盟商管理,广州宸祺出行科技有限公司,,广东省广州市黄埔区,大学本科,无工作经验要求,15-20万元/年,,广州市黄埔区开泰大道30号T5栋,全职,"1、负责区域渠道商日常管理业务；
2、负责网约车渠道商日常业绩考核跟进，包括但不限于绩效管理、收益管理、服务管理等工作；
3、负责定期召开渠道商月度例会、周例会，对渠道商进行运营政策宣导工作；
4、负责对接交通局、交委等客路运输主责部门，跟进落实主管部门任务指标，维护政企关系；
5、根据政策变动，及时与渠道商进行宣贯，保证经营稳定；
6、完成上级交待的其他事务。"
点云渲染开发工程师,广州宸祺出行科技有限公司,,广东省广州市黄埔区,大学本科,无工作经验要求,30-40万元/年,,广州市黄埔区开泰大道30号T5栋,全职,"1、研究实现海量点云数据的Web端渲染可视化工作，保证渲染效率流畅性与可视化效果；
2、负责大规模点云数据的优化、压缩、存储工作，参与设计实现海量点云数据管理技术方案；
3、跨团队协作与技术攻关，研究追踪行业前沿技术，同算法等团队共同合作解决专业技术难题，支撑业务需求。"
楼面主任,惠州市泰嘉盛餐饮有限公司,,广东省惠州市惠东县,普通高中,1-3年,5000-6000元/月,138****9028,惠东县大岭东进大道尾（左侧）,全职,1.负责楼面日常管理，确保服务流程顺畅高效; 2.监督员工的服务质量，提升顾客用餐体验； 3.处理顾客投诉，维护品牌形象； 4.协调前厅与后厨的沟通，确保信息准确传达; 5.负责班次人员安排与任务分配，保证团队高效运作。 任职要求: 1.具备良好的沟通能力和团队管理能力; 2.熟悉餐饮行业运作，有相关工作经验者优先; 3.能够处理突发事件，具有较强的应变能力; 4.注重细节，有较强的责任心和服务意识; 5.能够适应快节奏的工作环境，保持积极的工作态度。
质量工程师,广州中新延锋彼欧汽车外饰系统有限公司,100-299人,广东省广州市番禺区,大学本科,无工作经验要求,15-25万元/年,181****2490,广东省广州市番禺区石楼镇金轩三路691号,全职,"（有华望客户对接经验优先考虑）为了满足客户供货要求，定义批产后生产过程质量控制要求，指导生产部门开展实物质量控制和质量问题解决，与TC  和制造系统部合作进行工艺开发并进行持续改进。 
1. 了解客户的质量要求，掌握客户对供应商管理的流程或者要求，按客户要求开展工作；
2. 走访客户，听取客户建议，掌握公司产品在客户处的加工流程及相关的负责人、联系人；
3. 及时将客户抱怨反馈至公司相关部门，协助内部相关部门分析问题，按客户要求监督责任部门的整改进度，并及时回复客户；
4. 收集客户处质量信息，包括外部PPM值、Audit扣分、质量缺陷等；
5. 确认客户退货产品的质量问题，判断报废责任，按流程办理报废手续；
6. 及时了解客户的物流、产品加工的变更情况，及时反馈至公司内部；
7. 传递客户质量标准至工厂，配合过程质量工程师及时解决客户问题。"
汽车座椅生产经理,广州华智汽车部件有限公司,,广东省广州市番禺区,大学本科,无工作经验要求,15-30万元/年,188****1463,广东省广州市番禺区化龙镇金荷二路30号,全职,"1.管理UAP团队：根据组织的健康、安全和环境(HSE)标准来确保进行适当的人员，维护工作环境，发现并提出培训需求，共享信息（透明性），参与职业发展的启动等。
2.遵循生产计划以及总部的标准程序；确保生产计划的可行性。
3.达成财务目标：准备并提供UAP预算；基于""理想""成本管理实际生产成本；保证产品利润并监控生产效率（劳动力水平、材料损耗等）。
4.参与精益生产(PSE)项目的创建。
5.与支持部门就库存、设备、人员、活动等协调资源计划。
6.实施行动计划，进行必要的调整，以促进功能/生产率的改进并达到项目目标和总部目标。
7.参与新项目管理，负责项目阶段的人员准备，培训，完成试生产任务，达到预期的质量和产量目标。参与项目阶段的各项评审，提出意见，并实施改进。
8.维护指标/状态报表，以监控产量完成，质量目标，人员效率，HSE执行情况等。
9. 配合其他部门的工作，从而更好地完成公司的目标."
工业工程师,广州华智汽车部件有限公司,,广东省广州市番禺区,大学本科,无工作经验要求,15-20万元/年,188****1463,广东省广州市番禺区化龙镇金荷二路30号,全职,"1、根据持续改进推进流程，策划并组织确认公司的持续改进实施计划；
2、协助工厂各职能部门科室、生产区域挖掘持续改进项目机会，并完成年度重点改进项目的选项；
3、定期审核标准工时定额；
4、组织回顾CSS降本数据，每月回顾并发布，辅导和跟踪各类持续改进项目，并对异常情况进行处理或预警，确保降本目标达成；
5、组织与重点改进项目相关的推进会，以促进项目的正常开展；
6、协调和指导本工厂CI项目日常推进（包括新项目）和成熟度评估，挖掘当前的瓶颈约束点和改进机会，并定期完成评估报告；
7、组织多基地交流、持续改进自主研修等活动；
8、担任持续改进相关课程的培训讲师或教练，或开发相关辅导课程，对相关人员实施培训；
9、参与持续改进活动的宣传、组织和落实。"
制造工艺工程师（宜昌）,广州华智汽车部件有限公司,,广东省广州市番禺区,大学本科,无工作经验要求,15-20万元/年,188****1463,"广东省广州市番禺区化龙镇金荷二路30号
湖北省宜昌市猇亭区猇亭大道189号2-4厂房",全职,"1、负责新产品设备工装开发导入，技术标准制订方案评审，制作进度管理；
2、负责生产现场各工序操作法的编制与归档工作、工艺条件设定及管理；
3、负责生产工艺管理工作，制订相关规章制度，制订产品工艺和技术操作规程，检查督促生产部门贯彻执行；
4、负责生产工艺改进信息的收集、验证和实施；
5、生产技术相关标准资料制作更新如：式样书、FMEA、流程图、操作指导书、标准工时等；
6、负责生产过程中与技术相关的过程质量控制、可追溯标识的管理；
7、SAP相关工作如：工作中心、工艺路线创建/维护等相关工作。"
制造工艺工程师,广州华智汽车部件有限公司,,广东省广州市番禺区,大学本科,无工作经验要求,15-20万元/年,188****1463,广东省广州市番禺区化龙镇金荷二路30号,全职,"1、负责新产品设备工装开发导入，技术标准制订方案评审，制作进度管理；
2、负责生产现场各工序操作法的编制与归档工作、工艺条件设定及管理；
3、负责生产工艺管理工作，制订相关规章制度，制订产品工艺和技术操作规程，检查督促生产部门贯彻执行；
4、负责生产工艺改进信息的收集、验证和实施；
5、生产技术相关标准资料制作更新如：式样书、FMEA、流程图、操作指导书、标准工时等；
6、负责生产过程中与技术相关的过程质量控制、可追溯标识的管理；
7、SAP相关工作如：工作中心、工艺路线创建/维护等相关工作。"
座椅质量工程师（宜昌）,广州华智汽车部件有限公司,,广东省广州市番禺区,大学本科,无工作经验要求,15-20万元/年,188****1463,"广东省广州市番禺区化龙镇金荷二路30号
湖北省宜昌市猇亭区猇亭大道189号2-4厂房",全职,"1)	按项目大日程，对新项目开发过程整体进行推进管控，达成大日程阶段时间要求和品质要求，满足客户；
2)	对新项目质量费用假设作成并进行有效管控；
3)	对新供应商及生准阶段重点管理供应商进行协助监察；
4)	对新产品阶段达成进行评审改善； 
5)	零件开发阶段达成推进；监督SQE完成新零件各阶段质量工程要素内容；
6)	监督新项目开发区设变管理表运行；
7)	按项目日程对产品开发制定品质保证计划，推进计划管理，达成项目要求  ；
8)	新项目开发过程中协调相关部门对产品质量推进相关事项，确保按计划完成；
9)	制定新产品PPAP资料建立，及时更新有效性，完善公司体系运行；
10)	按计划完成新产品推进过程中承担的工作任务；
11)	对新项目开发过程中，主导或协助内部及客户反馈问题点分析提出改善建议；
12)	按计划完成QSO阀门资料签批；
13)	接受上级交代的工作任务和指示；"
座椅质量工程师,广州华智汽车部件有限公司,,广东省广州市番禺区,大学本科,无工作经验要求,15-20万元/年,188****1463,广东省广州市番禺区化龙镇金荷二路30号,全职,"1)	按项目大日程，对新项目开发过程整体进行推进管控，达成大日程阶段时间要求和品质要求，满足客户；
2)	对新项目质量费用假设作成并进行有效管控；
3)	对新供应商及生准阶段重点管理供应商进行协助监察；
4)	对新产品阶段达成进行评审改善； 
5)	零件开发阶段达成推进；监督SQE完成新零件各阶段质量工程要素内容；
6)	监督新项目开发区设变管理表运行；
7)	按项目日程对产品开发制定品质保证计划，推进计划管理，达成项目要求  ；
8)	新项目开发过程中协调相关部门对产品质量推进相关事项，确保按计划完成；
9)	制定新产品PPAP资料建立，及时更新有效性，完善公司体系运行；
10)	按计划完成新产品推进过程中承担的工作任务；
11)	对新项目开发过程中，主导或协助内部及客户反馈问题点分析提出改善建议；
12)	按计划完成QSO阀门资料签批；
13)	接受上级交代的工作任务和指示；"
采购工程师,广州华智汽车部件有限公司,,广东省广州市番禺区,大学本科,无工作经验要求,15-20万元/年,188****1463,广东省广州市番禺区化龙镇金荷二路30号,全职,"一.供应商开发及管理 
1、开发并维护满足客户需求、低成本、高品质的供应商队伍，以支持公司后续发展需求 
2、与技术中心协作，寻找新的技术方案达到客户期望 
3、协助质量、物流、生产及供应商持续改进供应商质量、交付表现 
二.供应商定点 
1、完成所负责商品类供应商的选择，并监督供应商表现 
2、协同财务一起完成项目成本目标达成 
三.成本控制 
1、在公司制定的年度降价目标情况下，按时完成供应商年度降价谈判及合同签订 
2、新项目在确保公司利润前提下，在项目要求日程内完成所有零件的定点 四.公司需求完成或上司交代的其他工作"
